0 83 88 89
1 89 105 103
2 89 118 114
3 61 95 72
4 100 125 87
5 73 84 50
6 69 74 51
7 55 69 46
8 62 61 31
9 65 71 49
10 90 110 98
11 110 130 142
12 96 134 157
13 119 160 177
14 100 141 157
15 98 145 155
16 92 110 105
17 74 111 107
18 29 60 60
19 76 101 105
20 72 98 94
21 49 77 51
22 55 66 36
23 54 67 25
24 74 99 81
25 133 154 136
26 77 95 67
27 55 74 55
28 46 72 41
29 39 59 27
30 60 71 44
31 81 100 65
32 69 77 38
33 66 72 38
34 76 71 32
35 108 109 76
36 83 84 47
37 72 91 41
38 79 88 32
39 81 74 25
40 82 50 34
41 98 63 53
42 103 62 49
43 132 84 57
44 144 95 54
45 113 64 29
46 134 88 47
47 168 107 60
48 169 106 92
49 136 72 52
50 167 103 76
51 189 127 100
52 164 104 77
53 207 131 106
54 172 100 69
55 187 120 94
56 146 108 67
57 130 55 14
58 155 63 15
59 197 85 15
60 229 97 21
61 245 90 28
62 246 85 26
63 233 92 42
64 242 97 66
65 245 83 50
66 244 80 53
67 244 89 58
68 236 88 56
69 230 92 58
70 234 111 83
71 233 107 60
72 243 82 58
73 242 85 52
74 239 91 56
75 242 96 50
76 232 91 52
77 234 98 59
78 215 101 52
79 227 99 62
80 245 94 56
81 236 84 48
82 239 88 49
83 236 80 52
84 232 85 51
85 238 82 61
86 243 90 67
87 240 95 70
88 236 97 66
89 241 97 73
90 235 99 62
91 238 99 70
92 234 93 64
93 226 87 82
94 243 102 109
95 243 101 112
96 221 119 135
97 245 119 123
98 245 103 89
99 242 110 96
100 244 131 128
101 233 123 139
102 223 117 128
103 237 135 126
104 236 131 143
105 229 113 116
106 234 109 111
107 227 85 80
108 221 85 76
109 236 111 96
110 223 105 94
111 222 115 106
112 240 126 135
113 224 102 120
114 212 96 109
115 235 122 135
116 234 128 133
117 219 95 109
118 220 107 113
119 229 116 133
120 231 111 136
121 235 121 131
122 238 137 133
123 209 90 92
124 211 120 125
125 203 134 146
126 206 162 186
127 193 178 200
128 196 177 190
129 201 191 193
130 198 192 209
131 196 167 199
132 217 159 193
133 208 129 158
134 196 122 129
135 228 147 154
136 209 111 133
137 218 124 139
138 213 105 114
139 223 114 125
140 224 95 104
141 231 102 99
142 239 89 100
143 230 82 83
144 236 77 74
145 231 79 81
146 247 90 67
147 231 80 46
148 234 74 50
149 237 81 55
150 240 86 73
151 244 79 72
152 226 83 62
153 226 82 58
154 239 79 53
155 240 78 57
156 240 76 52
157 230 75 53
158 240 84 69
159 242 90 75
160 239 83 54
161 246 86 55
162 243 88 62
163 236 78 58
164 234 75 53
165 247 87 59
166 244 82 52
167 242 89 65
168 242 81 64
169 238 88 74
170 246 94 83
171 239 90 92
172 228 87 78
173 232 77 78
174 239 84 70
175 242 79 73
176 238 92 65
177 241 88 69
178 237 80 63
179 235 85 57
180 243 85 52
181 247 86 62
182 237 97 67
183 235 98 98
184 224 116 143
185 225 134 169
186 222 149 177
187 232 148 175
188 225 120 148
189 235 103 120
190 240 105 102
191 234 105 83
192 238 106 101
193 239 118 101
194 231 107 98
195 232 122 104
196 242 106 88
197 230 87 53
198 219 59 44
199 237 67 53
200 239 81 83
201 238 78 77
202 231 81 85
203 241 89 82
204 243 87 67
205 240 76 60
206 244 75 69
207 235 75 64
208 241 80 69
209 245 83 54
210 247 83 39
211 247 71 21
212 247 69 33
213 247 71 35
214 247 68 26
215 247 72 22
216 247 84 40
217 248 82 50
218 243 74 45
219 233 72 50
220 248 107 105
221 238 107 107
222 222 111 135
223 196 116 128
224 155 98 94
225 143 111 116
226 161 153 156
227 179 167 172
228 182 161 187
229 184 166 178
230 176 151 171
231 180 148 160
232 196 132 111
233 193 111 92
234 195 91 68
235 200 86 60
236 231 95 68
237 226 101 68
238 218 92 61
239 220 94 74
240 224 118 121
241 208 105 105
242 199 111 100
243 184 107 81
244 174 116 92
245 176 124 100
246 170 122 105
247 164 130 108
248 174 127 120
249 190 138 134
250 190 156 161
251 196 169 171
252 206 181 180
253 198 174 173
254 218 190 181
255 111 97 91
